raw_date,raw_text
2024-04-03T23:11:28.000Z,"['Ligne 1 - Verte', 'Ligne 1 - Verte', '', '@stm_Verte', '·', 'Normal métro service ', '#stminfo', ' K', '1', '1', '2', '3.3K']"
2024-04-03T23:11:28.000Z,"['Ligne 1 - Verte', 'Ligne 1 - Verte', '', '@stm_Verte', '·', 'Service normal du métro ', '#stminfo', ' G', '1', '2.3K']"
2024-04-03T22:20:34.000Z,"['Ligne 1 - Verte', 'Ligne 1 - Verte', '', '@stm_Verte', '·', 'Service gradually resuming on the GREEN line. ', '#stminfo', ' L', '1', '1', '3K']"
2024-04-03T22:20:34.000Z,"['Ligne 1 - Verte', 'Ligne 1 - Verte', '', '@stm_Verte', '·', 'Reprise graduelle du service sur la ligne VERTE. ', '#stminfo', ' G', '2', '2.5K']"
2024-04-03T22:10:41.000Z,"['Ligne 1 - Verte', 'Ligne 1 - Verte', '', '@stm_Verte', '·', 'Service interruption continues GREEN line between Viau and H-Beaugrand. Inter. emergency services. Service expected to resume at 18:25. ', '#stminfo', ' L', '1', '3.6K']"
2024-04-03T22:10:40.000Z,"['Ligne 1 - Verte', 'Ligne 1 - Verte', '', '@stm_Verte', '·', ""Interruption de service prolongée ligne VERTE entre Viau et H-Beaugrand. Inter. services d'urgence. Reprise prévue vers 18h25. "", '#stminfo', ' W', '2', '3', '3.1K']"
2024-04-03T21:56:42.000Z,"['Ligne 1 - Verte', 'Ligne 1 - Verte', '', '@stm_Verte', '·', 'Service interruption GREEN line between Viau and H-Beaugrand. Inter. emergency services. Service expected to resume at 18:15. ', '#stminfo', ' F', '1', '1', '4', '3.6K']"
2024-04-03T21:56:42.000Z,"['Ligne 1 - Verte', 'Ligne 1 - Verte', '', '@stm_Verte', '·', ""Interruption de service ligne VERTE entre Viau et H-Beaugrand. Inter. services d'urgence. Reprise prévue vers 18h15. "", '#stminfo', ' A', '3', '2', '9', '5.3K']"
2024-04-02T17:39:59.000Z,"['Ligne 1 - Verte', 'Ligne 1 - Verte', '', '@stm_Verte', '·', 'Normal métro service ', '#stminfo', ' X', '2', '2', '3', '4.1K']"
2024-04-02T17:39:59.000Z,"['Ligne 1 - Verte', 'Ligne 1 - Verte', '', '@stm_Verte', '·', 'Service normal du métro ', '#stminfo', ' D', '1', '2.9K']"
2024-04-02T17:31:40.000Z,"['Ligne 1 - Verte', 'Ligne 1 - Verte', '', '@stm_Verte', '·', 'Service interruption GREEN line between Angrignon and H-Beaugrand. Equipment on tracks problem. Service expected to resume at 13:40. ', '#stminfo', ' D', '1', '2', '4', '4.6K']"
2024-04-02T17:31:39.000Z,"['Ligne 1 - Verte', 'Ligne 1 - Verte', '', '@stm_Verte', '·', ""Interruption de service ligne VERTE entre Angrignon et H-Beaugrand. Problème d'équipement sur la voie. Reprise prévue vers 13h40. "", '#stminfo', ' O', '3', '1', '4', '6K']"
